element_name;accesstype;accesstypeuri;additionalInfo;alias;altitude;approxend;approxstart;aspect;aspecturi;audiobitrate;audiochannels;audiochannelsuri;audiocodec;audiocodecuri;audiosamplerate;audiosamplesize;audiovbr;authority;byday;byhour;byminute;bymonth;bymonthday;bysecond;bysetpos;byweekno;byyearday;charcount;chnlid;class;colourdepth;colourindicator;colourindicatoruri;colourspace;colourspaceuri;concepttype;confidence;confirmationstatus;confirmationstatusuri;conformance;contentrefs;contenttype;contenttypestandardversion;contenttypevariant;contenttypevariantstandardversion;count;coversfrom;coversto;created;creator;creatoruri;custom;derivedfrom;dir;duration;durationunit;durationunituri;encoding;encodinguri;enctype;end;environment;environmenturi;format;formatstandardversion;formaturi;freq;g2flag;generated;generator;gpsdatum;guid;guidref;hascontent;hashtype;hashtypeuri;height;heightunit;heightunituri;how;howuri;href;hreflang;hreftype;id;idformat;idformaturi;idref;idrefs;interactions;interactiontype;interactiontypeuri;interval;jobtitle;jobtitleuri;langid;language;latitude;layoutorientation;layoutorientationuri;linecount;literal;longitude;market;marketlabel;marketlabelsrc;marketlabelsrcuri;marketuri;media;mode;modeuri;modified;orientation;original;pagecount;part;partid;parturi;persistidref;preferredalias;pubconstraint;pubconstrainturi;qcode;radius;radunit;radunituri;rangefrom;rangeto;rank;raters;ratertype;ratertypeuri;ratingtype;ratingtypeuri;rel;relevance;reluri;rendition;renditionref;renditionrefuri;renditionuri;reposrole;reposroleuri;representation;representationuri;residref;resolution;retired;rev;role;roleruri;roleuri;root;scalemax;scalemin;scaleunit;scaleunituri;schemecreated;schememodified;schemeretired;scope;scopeuri;separator;seq;severity;severityuri;significance;size;sourceidref;standard;standardversion;start;symbol;symbolsrc;symbolsrcuri;tag;target;targeturi;tech;techuri;timestamp;timeunit;timeunituri;title;type;typeuri;until;uri;url;valcalctype;valcalctypeuri;validfrom;validto;value;valuedatatype;valueunit;valueunituri;version;versioninfo;videoaspectratio;videoavgbitrate;videocodec;videocodecuri;videodefinition;videodefinitionuri;videoframerate;videosampling;videoscaling;videoscalinguri;videoscan;videovbr;why;whyuri;width;widthunit;widthunituri;wkst;wordcount;x;y;
contentModified;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
contentSet;.;.;.;.;.;.;.;.;.;o;o;o;o;o;o;o;o;.;.;.;.;.;.;.;.;.;.;o;.;.;o;o;o;o;o;.;.;.;.;.;.;o;o;o;o;.;.;.;.;o;o;o;.;o;o;o;o;?;?;.;.;.;.;o;o;o;.;.;o;o;.;.;.;o;.;.;o;o;o;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;o;o;?;o;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;o;.;.;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;.;o;.;.;
contributor;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
copyrightHolder;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
copyrightNotice;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;?;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
country;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
created;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
created_2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
created_3;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
creator;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
creditline;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
dateline;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
dates;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
definition;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;?;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
deliverableOf;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;o;.;.;.;.;o;o;o;.;o;.;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;o;.;.;.;.;.;.;o;o;o;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;o;.;o;o;.;.;.;.;.;.;o;.;.;.;.;.;o;.;o;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;o;o;.;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
deliveredItemRef;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;o;.;.;.;.;o;o;o;.;o;.;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;o;.;.;.;.;.;.;o;o;o;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;o;.;o;o;.;.;.;.;.;.;o;.;.;.;.;.;o;.;o;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;o;o;.;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
delivery;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
derivedFrom;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;?;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
derivedFromValue;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;r;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;r;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
description;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;o;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;?;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
destination;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
details;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;?;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
died;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
dissolved;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
dissolved_2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
duration;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;o;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
edNote;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;?;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
edNote_2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;o;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;.;o;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;.;?;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;o;o;.;.;.;.;.;.;.;
